x-position,y-position,x-target,y-target
354,126,354,126.2
354,126,354,126.2
354,126,354,126.2
354,126,354,126.2
354,126,354,126.2
354,126,354,126.2
354,126,354,126.2
354,126,354,126.2
354,126,354,126.201
354,126,354,126.201
354,126,354,126.201
354,126,354,126.201
354,126,354,126.202
354,126,354,126.202
354,126,354,126.203
354,126,354,126.203
354,126,354,126.204
354,126,354,126.205
354,126,354,126.206
354,126,354,126.207
354,126,354,126.208
354,126,354,126.209
354,126,354,126.21
354,126,354,126.212
354,126,354,126.213
354,126,354,126.215
354,126,354,126.217
354,126,354,126.219
354,126,354,126.221
354,126,354,126.223
354,126,354,126.226
354,126,354,126.228
354,126,354,126.231
354,126,354,126.234
354,126,354,126.237
354,126,354,126.241
354,126,354,126.244
354,126,354,126.248
354,126,354,126.252
354,126,354,126.256
354,126,354,126.26
354,126,354,126.265
354,126,354,126.269
354,126,354,126.274
354,126,354,126.28
354,126,354,126.285
354,126,354,126.291
354,126,354,126.297
354,126,354,126.303
354,126,354,126.309
354,126,354,126.316
354,126,354,126.323
354,126,354,126.33
354,126,354,126.337
354,126,354,126.345
354,126,354,126.353
354,126,354,126.361
354,126,354,126.37
354,126,354,126.379
354,126,354,126.388
354,126,354,126.397
354,126,354,126.407
354,126,354,126.417
354,126,354,126.427
354,126,354,126.438
354,126,354,126.449
354,126,354,126.46
354,126,354,126.471
354,126,354,126.483
354,126,354,126.495
354,126,354,126.508
354,126,354,126.521
354,126,354,126.534
354,126,354,126.548
354,126,354,126.562
354,126,354,126.576
354,126,354,126.59
354,126,354,126.605
354,126,354,126.621
354,126,354,126.636
354,126,354,126.653
354,126,354,126.669
354,126,354,126.686
354,126,354,126.703
354,126,354,126.721
354,126,354,126.738
354,126,354,126.757
354,126,354,126.776
354,126,354,126.795
354,126,354,126.814
354,126,354,126.834
354,126,354,126.854
354,126,354,126.875
354,126,354,126.896
354,126,354,126.918
354,126,354,126.94
354,126,354,126.962
354,126,354,126.985
354,126,354,127.008
354,126,354,127.032
354,126,354,127.056
354,126,354,127.081
354,126,354,127.105
354,126,354,127.131
354,126,354,127.157
354,126,354,127.183
354,126,354,127.21
354,126,354,127.237
354,126,354,127.264
354,126,354,127.293
354,126,354,127.321
354,126,354,127.35
354,126,354,127.379
354,126,354,127.409
354,126,354,127.44
354,126,354,127.471
354,126,354,127.502
354,126,354,127.534
354,126,354,127.566
354,126,354,127.599
354,126,354,127.632
354,126,354,127.666
354,126,354,127.7
354,126,354,127.734
354,126,354,127.77
354,126,354,127.805
354,126,354,127.841
354,126,354,127.878
354,126,354,127.915
354,126,354,127.953
354,126,354,127.991
354,126,354,128.029
354,126,354,128.069
354,126,354,128.108
354,126,354,128.148
354,126,354,128.189
354,126,354,128.23
354,126,354,128.272
354,126,354,128.314
354,126,354,128.357
354,126,354,128.4
354,126,354,128.444
354,126,354,128.488
354,126,354,128.533
354,126,354,128.578
354,126,354,128.624
354,126,354,128.67
354,126,354,128.717
354,126,354,128.765
354,126,354,128.813
354,126,354,128.861
354,126,354,128.91
354,126,354,128.96
354,126,354,129.01
354,126,354,129.061
354,126,354,129.112
354,126,354,129.163
354,126,354,129.216
354,126,354,129.269
354,126,354,129.322
354,126,354,129.376
354,126,354,129.43
354,126,354,129.485
354,126,354,129.541
354,126,354,129.597
354,126,354,129.654
354,126,354,129.711
354,126,354,129.769
354,126,354,129.827
354,126,354,129.886
354,126,354,129.945
354,126,354,130.005
354,126,354,130.066
354,126,354,130.127
354,126,354,130.189
354,126,354,130.251
354,126,354,130.314
354,126,354,130.377
